Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"A systematic literature review of reviews on techniques for physical activity measurement in adults: a DEDIPAC study.","/pubmed/29422051","Dowd KP, Szeklicki R, Minetto MA, Murphy MH, Polito A, Ghigo E, van der Ploeg H, Ekelund U, Maciaszek J, Stemplewski R, Tomczak M, Donnelly AE.","Int J Behav Nutr Phys Act. 2018 Feb 8;15(1):15. doi: 10.1186/s12966-017-0636-2. Review.","Int J Behav Nutr Phys Act.  2018","PubMed","citation","PMID:29422051 | PMCID:PMC5806271","pubmed","29422051","create date:2018/02/10 | first author:Dowd KP",
"Trajectories of self-reported physical activity and predictors during the transition to old age: a 20-year cohort study of British men.","/pubmed/29415729","Aggio D, Papachristou E, Papacosta O, Lennon LT, Ash S, Whincup PH, Wannamethee SG, Jefferis BJ.","Int J Behav Nutr Phys Act. 2018 Feb 7;15(1):14. doi: 10.1186/s12966-017-0642-4.","Int J Behav Nutr Phys Act.  2018","PubMed","citation","PMID:29415729 | PMCID:PMC5803992","pubmed","29415729","create date:2018/02/09 | first author:Aggio D",
"Evaluation of a community-based, family focused healthy weights initiative using the RE-AIM framework.","/pubmed/29373975","Jung ME, Bourne JE, Gainforth HL.","Int J Behav Nutr Phys Act. 2018 Jan 26;15(1):13. doi: 10.1186/s12966-017-0638-0.","Int J Behav Nutr Phys Act.  2018","PubMed","citation","PMID:29373975 | PMCID:PMC5787319","pubmed","29373975","create date:2018/01/28 | first author:Jung ME",
"The REVAMP natural experiment study: the impact of a play-scape installation on park visitation and park-based physical activity.","/pubmed/29368610","Veitch J, Salmon J, Crawford D, Abbott G, Giles-Corti B, Carver A, Timperio A.","Int J Behav Nutr Phys Act. 2018 Jan 25;15(1):10. doi: 10.1186/s12966-017-0625-5.","Int J Behav Nutr Phys Act.  2018","PubMed","citation","PMID:29368610 | PMCID:PMC5784649","pubmed","29368610","create date:2018/01/26 | first author:Veitch J",
"Embedding weight management into safety-net pediatric primary care: randomized controlled trial.","/pubmed/29357894","Wylie-Rosett J, Groisman-Perelstein AE, Diamantis PM, Jimenez CC, Shankar V, Conlon BA, Mossavar-Rahmani Y, Isasi CR, Martin SN, Ginsberg M, Matthan NR, Lichtenstein AH.","Int J Behav Nutr Phys Act. 2018 Jan 22;15(1):12. doi: 10.1186/s12966-017-0639-z.","Int J Behav Nutr Phys Act.  2018","PubMed","citation","PMID:29357894 | PMCID:PMC5778780","pubmed","29357894","create date:2018/01/24 | first author:Wylie-Rosett J",
"Objectively measured active transportation to school and other destinations among 10-13 year olds.","/pubmed/29351802","Williams GC, Borghese MM, Janssen I.","Int J Behav Nutr Phys Act. 2018 Jan 19;15(1):11. doi: 10.1186/s12966-017-0634-4.","Int J Behav Nutr Phys Act.  2018","PubMed","citation","PMID:29351802 | PMCID:PMC5775558","pubmed","29351802","create date:2018/01/21 | first author:Williams GC",
"Hungry to learn: the prevalence and effects of food insecurity on health behaviors and outcomes over time among a diverse sample of university freshmen.","/pubmed/29347963","Bruening M, van Woerden I, Todd M, Laska MN.","Int J Behav Nutr Phys Act. 2018 Jan 18;15(1):9. doi: 10.1186/s12966-018-0647-7.","Int J Behav Nutr Phys Act.  2018","PubMed","citation","PMID:29347963 | PMCID:PMC5774124","pubmed","29347963","create date:2018/01/20 | first author:Bruening M",
"Consumption of sugar-sweetened beverages and artificially sweetened beverages from childhood to adulthood in relation to socioeconomic status - 15 years follow-up in Norway.","/pubmed/29343247","Bolt-Evensen K, Vik FN, Stea TH, Klepp KI, Bere E.","Int J Behav Nutr Phys Act. 2018 Jan 17;15(1):8. doi: 10.1186/s12966-018-0646-8.","Int J Behav Nutr Phys Act.  2018","PubMed","citation","PMID:29343247 | PMCID:PMC5773139","pubmed","29343247","create date:2018/01/19 | first author:Bolt-Evensen K",
"Spatial access to restaurants and grocery stores in relation to frequency of home cooking.","/pubmed/29338756","Pinho MGM, Mackenbach JD, Charreire H, Oppert JM, Bárdos H, Rutter H, Compernolle S, Beulens JWJ, Brug J, Lakerveld J.","Int J Behav Nutr Phys Act. 2018 Jan 16;15(1):6. doi: 10.1186/s12966-017-0640-6.","Int J Behav Nutr Phys Act.  2018","PubMed","citation","PMID:29338756 | PMCID:PMC5771126","pubmed","29338756","create date:2018/01/18 | first author:Pinho MGM",
"Examining within- and across-day relationships between transient and chronic stress and parent food-related parenting practices in a racially/ethnically diverse and immigrant population : Stress types and food-related parenting practices.","/pubmed/29338753","Berge JM, Tate A, Trofholz A, Fertig A, Crow S, Neumark-Sztainer D, Miner M.","Int J Behav Nutr Phys Act. 2018 Jan 16;15(1):7. doi: 10.1186/s12966-017-0629-1.","Int J Behav Nutr Phys Act.  2018","PubMed","citation","PMID:29338753 | PMCID:PMC5771034","pubmed","29338753","create date:2018/01/18 | first author:Berge JM",
"The relationship between home- and individual-level diet quality among African American and Hispanic/Latino households with young children.","/pubmed/29334994","Kong A, Schiffer L, Antonic M, Braunschweig C, Odoms-Young A, Fitzgibbon M.","Int J Behav Nutr Phys Act. 2018 Jan 15;15(1):5. doi: 10.1186/s12966-018-0645-9.","Int J Behav Nutr Phys Act.  2018","PubMed","citation","PMID:29334994 | PMCID:PMC5769425","pubmed","29334994","create date:2018/01/18 | first author:Kong A",
"The effectiveness of a web 2.0 physical activity intervention in older adults - a randomised controlled trial.","/pubmed/29329587","Alley SJ, Kolt GS, Duncan MJ, Caperchione CM, Savage TN, Maeder AJ, Rosenkranz RR, Tague R, Van Itallie AK, Kerry Mummery W, Vandelanotte C.","Int J Behav Nutr Phys Act. 2018 Jan 12;15(1):4. doi: 10.1186/s12966-017-0641-5.","Int J Behav Nutr Phys Act.  2018","PubMed","citation","PMID:29329587 | PMCID:PMC5766986","pubmed","29329587","create date:2018/01/14 | first author:Alley SJ",
"Bidirectional associations between mothers' feeding practices and child eating behaviours.","/pubmed/29325557","Jansen E, Williams KE, Mallan KM, Nicholson JM, Daniels LA.","Int J Behav Nutr Phys Act. 2018 Jan 11;15(1):3. doi: 10.1186/s12966-018-0644-x.","Int J Behav Nutr Phys Act.  2018","PubMed","citation","PMID:29325557 | PMCID:PMC5765660","pubmed","29325557","create date:2018/01/13 | first author:Jansen E",
"Cluster randomized controlled trial of a mobile market intervention to increase fruit and vegetable intake among adults in lower-income communities in North Carolina.","/pubmed/29304862","Leone LA, Tripicchio GL, Haynes-Maslow L, McGuirt J, Grady Smith JS, Armstrong-Brown J, Gizlice Z, Ammerman A.","Int J Behav Nutr Phys Act. 2018 Jan 5;15(1):2. doi: 10.1186/s12966-017-0637-1.","Int J Behav Nutr Phys Act.  2018","PubMed","citation","PMID:29304862 | PMCID:PMC5756418","pubmed","29304862","create date:2018/01/07 | first author:Leone LA",
"Persistent effect at 30-month post intervention of a community-based randomized trial of KM2H(2) in reducing stroke and heart attack among senior hypertensive patients.","/pubmed/29291739","Gong J, Xu Y, Chen X, Yang N, Li F, Yan Y.","Int J Behav Nutr Phys Act. 2018 Jan 2;15(1):1. doi: 10.1186/s12966-017-0635-3.","Int J Behav Nutr Phys Act.  2018","PubMed","citation","PMID:29291739 | PMCID:PMC5749024","pubmed","29291739","create date:2018/01/03 | first author:Gong J",
