Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties;;
"Acute Effects of Caffeine Supplementation on Movement Velocity in Resistance Exercise: A Systematic Review and Meta-analysis.,""/pubmed/31643020"",""Raya-González J, Rendo-Urteaga T, Domínguez R, Castillo D, Rodríguez-Fernández A, Grgic J."",""Sports Med. 2019 Oct 23. doi: 10.1007/s40279-019-01211-9. [Epub ahead of print] Review."",""Sports Med.  2019"",""PubMed"",""citation"",""PMID:31643020"",""pubmed"",""31643020"",""create date:2019/10/24 | first author:Raya-González J"",";;
"Association Between Temporal Spatial Parameters and Overuse Injury History in Runners: A Systematic Review and Meta-analysis.,""/pubmed/31643019"",""Brindle RA, Taylor JB, Rajek C, Weisbrod A, Ford KR."",""Sports Med. 2019 Nov 20. doi: 10.1007/s40279-019-01207-5. [Epub ahead of print] Review. Erratum in: Sports Med. 2019 Nov 19";":. "",""Sports Med.  2019"",""PubMed"",""citation"",""PMID:31643019"",""pubmed"",""31643019"",""create date:2019/10/24 | first author:Brindle RA"",";
"Fluid Balance and Hydration Considerations for Women: Review and Future Directions.,""/pubmed/31641955"",""Giersch GEW, Charkoudian N, Stearns RL, Casa DJ."",""Sports Med. 2019 Oct 22. doi: 10.1007/s40279-019-01206-6. [Epub ahead of print] Review."",""Sports Med.  2019"",""PubMed"",""citation"",""PMID:31641955"",""pubmed"",""31641955"",""create date:2019/10/24 | first author:Giersch GEW"",";;
"Feasibility and effect of a physical activity counselling session with or without provision of an activity tracker on maintenance of physical activity in women with breast cancer - A randomised controlled trial.,""/pubmed/31640924"",""Singh B, Spence RR, Sandler CX, Tanner J, Hayes SC."",""J Sci Med Sport. 2019 Oct 4. pii: S1440-2440(19)30244-0. doi: 10.1016/j.jsams.2019.09.019. [Epub ahead of print]"",""J Sci Med Sport.  2019"",""PubMed"",""citation"",""PMID:31640924"",""pubmed"",""31640924"",""create date:2019/10/24 | first author:Singh B"",";;
"Better transport accessibility, better health: a health economic impact assessment study for Melbourne, Australia.,""/pubmed/31640737"",""Brown V, Barr A, Scheurer J, Magnus A, Zapata-Diomedi B, Bentley R."",""Int J Behav Nutr Phys Act. 2019 Oct 22";"16(1):89. doi: 10.1186/s12966-019-0853-y."",""Int J Behav Nutr Phys Act.  2019"",""PubMed"",""citation"",""PMID:31640737 | PMCID:PMC6805526"",""pubmed"",""31640737"",""create date:2019/10/24 | first author:Brown V"",";
"Supervised aquatic-based exercise for men with coronary artery disease: a meta-analysis of randomised controlled trials.,""/pubmed/31640423"",""Cugusi L, Manca A, Bassareo PP, Crisafulli A, Deriu F, Mercuro G."",""Eur J Prev Cardiol. 2019 Oct 23:2047487319878109. doi: 10.1177/2047487319878109. [Epub ahead of print] No abstract available. "",""Eur J Prev Cardiol.  2019"",""PubMed"",""citation"",""PMID:31640423"",""pubmed"",""31640423"",""create date:2019/10/24 | first author:Cugusi L"",";;
"Functional Results and Outcomes After Repair of Partial Proximal Hamstring Avulsions at Midterm Follow-up.,""/pubmed/31634433"",""Arner JW, Freiman H, Mauro CS, Bradley JP."",""Am J Sports Med. 2019 Dec";"47(14):3436-3443. doi: 10.1177/0363546519879117. Epub 2019 Oct 21."",""Am J Sports Med.  2019"",""PubMed"",""citation"",""PMID:31634433"",""pubmed"",""31634433"",""create date:2019/10/22 | first author:Arner JW"",";
"Sedentarism, Physical Activity, Steps, and Neurotrophic Factors in Obese Children.,""/pubmed/31634295"",""Mora-Gonzalez J, Migueles JH, Esteban-Cornejo I, Cadenas-Sanchez C, Pastor-Villaescusa B, Molina-García P, Rodriguez-Ayllon M, Rico MC, Gil A, Aguilera CM, Escolano-Margarit MV, Gejl AK, Andersen LB, Catena A, Ortega FB."",""Med Sci Sports Exerc. 2019 Nov";"51(11):2325-2333. doi: 10.1249/MSS.0000000000002064."",""Med Sci Sports Exerc.  2019"",""PubMed"",""citation"",""PMID:31634295"",""pubmed"",""31634295"",""create date:2019/10/22 | first author:Mora-Gonzalez J"",";
"Horizontal Crank Position Affects Economy and Upper Limb Kinematics of Recumbent Handcyclists.,""/pubmed/31634293"",""Stone B, Mason BS, Warner MB, Goosey-Tolfrey VL."",""Med Sci Sports Exerc. 2019 Nov";"51(11):2265-2273. doi: 10.1249/MSS.0000000000002062."",""Med Sci Sports Exerc.  2019"",""PubMed"",""citation"",""PMID:31634293"",""pubmed"",""31634293"",""create date:2019/10/22 | first author:Stone B"",";
"Translational Medicine: Exercise Physiology Applied to Metabolic Myopathies.,""/pubmed/31634290"",""Grassi B, Porcelli S, Marzorati M."",""Med Sci Sports Exerc. 2019 Nov";"51(11):2183-2192. doi: 10.1249/MSS.0000000000002056."",""Med Sci Sports Exerc.  2019"",""PubMed"",""citation"",""PMID:31634290"",""pubmed"",""31634290"",""create date:2019/10/22 | first author:Grassi B"",";
"Outcomes After Arthroscopic Hip Labral Reconstruction: A Systematic Review and Meta-analysis.,""/pubmed/31634004"",""Rahl MD, LaPorte C, Steinl GK, O'Connor M, Lynch TS, Menge TJ."",""Am J Sports Med. 2019 Oct 21:363546519878147. doi: 10.1177/0363546519878147. [Epub ahead of print]"",""Am J Sports Med.  2019"",""PubMed"",""citation"",""PMID:31634004"",""pubmed"",""31634004"",""create date:2019/10/22 | first author:Rahl MD"",";;
"Does Injection of Hyaluronic Acid Protect Against Early Cartilage Injury Seen After Marathon Running? A Randomized Controlled Trial Utilizing High-Field Magnetic Resonance Imaging.,""/pubmed/31634003"",""Nathani A, Gold GE, Monu U, Hargreaves B, Finlay AK, Rubin EB, Safran MR."",""Am J Sports Med. 2019 Dec";"47(14):3414-3422. doi: 10.1177/0363546519879138. Epub 2019 Oct 21."",""Am J Sports Med.  2019"",""PubMed"",""citation"",""PMID:31634003"",""pubmed"",""31634003"",""create date:2019/10/22 | first author:Nathani A"",";
"Return to Play and Long-term Participation in Pivoting Sports After Anterior Cruciate Ligament Reconstruction.,""/pubmed/31633994"",""Lindanger L, Strand T, Mølster AO, Solheim E, Inderhaug E."",""Am J Sports Med. 2019 Dec";"47(14):3339-3346. doi: 10.1177/0363546519878159. Epub 2019 Oct 21."",""Am J Sports Med.  2019"",""PubMed"",""citation"",""PMID:31633994"",""pubmed"",""31633994"",""create date:2019/10/22 | first author:Lindanger L"",";
"Acute Effects of Foam Rolling on Range of Motion in Healthy Adults: A Systematic Review with Multilevel Meta-analysis.,""/pubmed/31628662"",""Wilke J, Müller AL, Giesche F, Power G, Ahmedi H, Behm DG."",""Sports Med. 2019 Oct 18. doi: 10.1007/s40279-019-01205-7. [Epub ahead of print] Review."",""Sports Med.  2019"",""PubMed"",""citation"",""PMID:31628662"",""pubmed"",""31628662"",""create date:2019/10/20 | first author:Wilke J"",";;
"Physically active lessons in schools and their impact on physical activity, educational, health and cognition outcomes: a systematic review and meta-analysis.,""/pubmed/31619381"",""Norris E, van Steen T, Direito A, Stamatakis E."",""Br J Sports Med. 2019 Oct 16. pii: bjsports-2018-100502. doi: 10.1136/bjsports-2018-100502. [Epub ahead of print] Review."",""Br J Sports Med.  2019"",""PubMed"",""citation"",""PMID:31619381"",""pubmed"",""31619381"",""create date:2019/10/18 | first author:Norris E"",";;
"Progression of conventional cardiovascular risk factors and vascular disease risk in individuals: insights from the PROG-IMT consortium.,""/pubmed/31619084"",""Bahls M, Lorenz MW, Dörr M, Gao L, Kitagawa K, Tuomainen TP, Agewall S, Berenson G, Catapano AL, Norata GD, Bots ML, van Gilst W, Asselbergs FW, Brouwers FP, Uthoff H, Sander D, Poppert H, Hecht Olsen M, Empana JP, Schminke U, Baldassarre D, Veglia F, et al."",""Eur J Prev Cardiol. 2019 Oct 16:2047487319877078. doi: 10.1177/2047487319877078. [Epub ahead of print]"",""Eur J Prev Cardiol.  2019"",""PubMed"",""citation"",""PMID:31619084"",""pubmed"",""31619084"",""create date:2019/10/18 | first author:Bahls M"",";;
"Defining Minimal Clinically Important Difference and Patient Acceptable Symptom State After Isolated Endoscopic Gluteus Medius Repair.,""/pubmed/31618066"",""Okoroha KR, Beck EC, Nwachukwu BU, Kunze KN, Nho SJ."",""Am J Sports Med. 2019 Nov";"47(13):3141-3147. doi: 10.1177/0363546519877179. Epub 2019 Oct 16."",""Am J Sports Med.  2019"",""PubMed"",""citation"",""PMID:31618066"",""pubmed"",""31618066"",""create date:2019/10/17 | first author:Okoroha KR"",";
"Location of the Glenoid Defect in Shoulders With Recurrent Posterior Glenohumeral Instability.,""/pubmed/31618065"",""Dekker TJ, Peebles LA, Goldenberg BT, Millett PJ, Bradley JP, Provencher MT."",""Am J Sports Med. 2019 Nov";"47(13):3051-3056. doi: 10.1177/0363546519876282. Epub 2019 Oct 16."",""Am J Sports Med.  2019"",""PubMed"",""citation"",""PMID:31618065"",""pubmed"",""31618065"",""create date:2019/10/17 | first author:Dekker TJ"",";
"Comparative efficacy of exercise and anti-hypertensive pharmacological interventions in reducing blood pressure in people with hypertension: A network meta-analysis.,""/pubmed/31615283"",""Noone C, Leahy J, Morrissey EC, Newell J, Newell M, Dwyer CP, Murphy J, Doyle F, Murphy AW, Molloy GJ."",""Eur J Prev Cardiol. 2019 Oct 15:2047487319879786. doi: 10.1177/2047487319879786. [Epub ahead of print]"",""Eur J Prev Cardiol.  2019"",""PubMed"",""citation"",""PMID:31615283"",""pubmed"",""31615283"",""create date:2019/10/17 | first author:Noone C"",";;
"Lifelong Physical Activity Determines Vascular Function in Late Postmenopausal Women.,""/pubmed/31609299"",""Gliemann L, Rytter N, Tamariz-Ellemann A, Egelund J, Brandt N, Carter HH, Hellsten Y."",""Med Sci Sports Exerc. 2019 Oct 9. doi: 10.1249/MSS.0000000000002180. [Epub ahead of print]"",""Med Sci Sports Exerc.  2019"",""PubMed"",""citation"",""PMID:31609299"",""pubmed"",""31609299"",""create date:2019/10/15 | first author:Gliemann L"",";;
"Salt Loading Blunts Central and Peripheral Postexercise Hypotension.,""/pubmed/31609296"",""Babcock MC, Robinson AT, Watso JC, Migdal KU, Martens CR, Edwards DG, Pescatello LS, Farquhar WB."",""Med Sci Sports Exerc. 2019 Oct 9. doi: 10.1249/MSS.0000000000002187. [Epub ahead of print]"",""Med Sci Sports Exerc.  2019"",""PubMed"",""citation"",""PMID:31609296"",""pubmed"",""31609296"",""create date:2019/10/15 | first author:Babcock MC"",";;
"Physical activity after inpatient occupational rehabilitation: Secondary outcomes of two randomized controlled trials.,""/pubmed/31609021"",""Skagseth M, Fimland MS, Ivar Lund Nilsen T, Aasdahl L."",""Scand J Med Sci Sports. 2019 Oct 14. doi: 10.1111/sms.13577. [Epub ahead of print]"",""Scand J Med Sci Sports.  2019"",""PubMed"",""citation"",""PMID:31609021"",""pubmed"",""31609021"",""create date:2019/10/15 | first author:Skagseth M"",";;
"The Effects of Interval and Continuous Training on the Oxygen Cost of Running in Recreational Runners: A Systematic Review and Meta-analysis.,""/pubmed/31606879"",""González-Mohíno F, Santos-Concejero J, Yustres I, González-Ravé JM."",""Sports Med. 2019 Oct 12. doi: 10.1007/s40279-019-01201-x. [Epub ahead of print] Review."",""Sports Med.  2019"",""PubMed"",""citation"",""PMID:31606879"",""pubmed"",""31606879"",""create date:2019/10/14 | first author:González-Mohíno F"",";;
"Physical capacity, not skeletal maturity, distinguishes competitive levels in male Norwegian U14 soccer players.,""/pubmed/31605640"",""Grendstad H, Nilsen AK, Rygh CB, Hafstad A, Kristoffersen M, Iversen VV, Nybakken T, Vestbøstad M, Algrøy EA, Sandbakk Ø, Gundersen H."",""Scand J Med Sci Sports. 2019 Oct 12. doi: 10.1111/sms.13572. [Epub ahead of print]"",""Scand J Med Sci Sports.  2019"",""PubMed"",""citation"",""PMID:31605640"",""pubmed"",""31605640"",""create date:2019/10/13 | first author:Grendstad H"",";;
"The interactive effects of acute exercise and hypoxia on cognitive performance: A narrative review.,""/pubmed/31605635"",""Ando S, Komiyama T, Sudo M, Higaki Y, Ishida K, Costello JT, Katayama K."",""Scand J Med Sci Sports. 2019 Oct 12. doi: 10.1111/sms.13573. [Epub ahead of print] Review."",""Scand J Med Sci Sports.  2019"",""PubMed"",""citation"",""PMID:31605635"",""pubmed"",""31605635"",""create date:2019/10/13 | first author:Ando S"",";;
"By failing to prepare, you are preparing your anterior cruciate ligament to fail.,""/pubmed/31605551"",""Staynor JMD, Alderson JA, Byrne S, Rossi M, Donnelly CJ."",""Scand J Med Sci Sports. 2019 Oct 12. doi: 10.1111/sms.13571. [Epub ahead of print]"",""Scand J Med Sci Sports.  2019"",""PubMed"",""citation"",""PMID:31605551"",""pubmed"",""31605551"",""create date:2019/10/13 | first author:Staynor JMD"",";;
"Can the FEAR Index Be Used to Predict Microinstability in Patients Undergoing Hip Arthroscopic Surgery?,""/pubmed/31603694"",""Truntzer JN, Hoppe DJ, Shapiro LM, Safran MR."",""Am J Sports Med. 2019 Nov";"47(13):3158-3165. doi: 10.1177/0363546519876105. Epub 2019 Oct 11."",""Am J Sports Med.  2019"",""PubMed"",""citation"",""PMID:31603694"",""pubmed"",""31603694"",""create date:2019/10/12 | first author:Truntzer JN"",";
"The ability of exercise to meaningfully improve glucose tolerance in people living with prediabetes: A meta-analysis.,""/pubmed/31593613"",""Hrubeniuk TJ, Bouchard DR, Goulet EDB, Gurd B, Sénéchal M."",""Scand J Med Sci Sports. 2019 Oct 8. doi: 10.1111/sms.13567. [Epub ahead of print] Review."",""Scand J Med Sci Sports.  2019"",""PubMed"",""citation"",""PMID:31593613"",""pubmed"",""31593613"",""create date:2019/10/09 | first author:Hrubeniuk TJ"",";;
"Survival Analysis of Revision Autologous Chondrocyte Implantation for Failed ACI.,""/pubmed/31589471"",""Ogura T, Bryant T, Merkely G, Mosier BA, Minas T."",""Am J Sports Med. 2019 Nov";"47(13):3212-3220. doi: 10.1177/0363546519876630. Epub 2019 Oct 7."",""Am J Sports Med.  2019"",""PubMed"",""citation"",""PMID:31589471"",""pubmed"",""31589471"",""create date:2019/10/08 | first author:Ogura T"",";
"Nonoperative Treatment of Elbow Ulnar Collateral Ligament Injuries With and Without Platelet-Rich Plasma in Professional Baseball Players: A Comparative and Matched Cohort Analysis.,""/pubmed/31589470"",""Chauhan A, McQueen P, Chalmers PN, Ciccotti MG, Camp CL, D'Angelo J, Potter HG, Fealy SA, Erickson BJ, Hoenecke HR, Keefe D, McCauley J, Fronek J."",""Am J Sports Med. 2019 Nov";"47(13):3107-3119. doi: 10.1177/0363546519876305. Epub 2019 Oct 7."",""Am J Sports Med.  2019"",""PubMed"",""citation"",""PMID:31589470"",""pubmed"",""31589470"",""create date:2019/10/08 | first author:Chauhan A"",";
"The benefits of exercise in cancer patients and the criteria for exercise prescription in cardio-oncology.,""/pubmed/31587570"",""D'Ascenzi F, Anselmi F, Fiorentini C, Mannucci R, Bonifazi M, Mondillo S."",""Eur J Prev Cardiol. 2019 Oct 6:2047487319874900. doi: 10.1177/2047487319874900. [Epub ahead of print]"",""Eur J Prev Cardiol.  2019"",""PubMed"",""citation"",""PMID:31587570"",""pubmed"",""31587570"",""create date:2019/10/08 | first author:D'Ascenzi F"",";;
"Are Implant Choice and Surgical Approach Associated With Biceps Tenodesis Construct Strength? A Systematic Review and Meta-regression.,""/pubmed/31585053"",""Aida HF, Shi BY, Huish EG Jr, McFarland EG, Srikumaran U."",""Am J Sports Med. 2019 Oct 4:363546519876107. doi: 10.1177/0363546519876107. [Epub ahead of print]"",""Am J Sports Med.  2019"",""PubMed"",""citation"",""PMID:31585053"",""pubmed"",""31585053"",""create date:2019/10/05 | first author:Aida HF"",";;
"The Effect of Preexisting and Shoulder-Specific Depression and Anxiety on Patient-Reported Outcomes After Arthroscopic Rotator Cuff Repair.,""/pubmed/31585048"",""Lau BC, Scribani M, Wittstein J."",""Am J Sports Med. 2019 Nov";"47(13):3073-3079. doi: 10.1177/0363546519876914. Epub 2019 Oct 4."",""Am J Sports Med.  2019"",""PubMed"",""citation"",""PMID:31585048"",""pubmed"",""31585048"",""create date:2019/10/05 | first author:Lau BC"",";
"Correction: Physical impairments in symptomatic femoroacetabular impingement: a systematic review of the evidence.,""/pubmed/31582521"",""[No authors listed]"",""Br J Sports Med. 2019 Oct";"53(20):e7. doi: 10.1136/bjsports-2016-096152corr1. No abstract available. "",""Br J Sports Med.  2019"",""PubMed"",""citation"",""PMID:31582521"",""pubmed"",""31582521"",""create date:2019/10/05"",";
"Keys to early diagnosis of cardiac amyloidosis: red flags from clinical, laboratory and imaging findings.,""/pubmed/31581822"",""Vergaro G, Aimo A, Barison A, Genovesi D, Buda G, Passino C, Emdin M."",""Eur J Prev Cardiol. 2019 Oct 4:2047487319877708. doi: 10.1177/2047487319877708. [Epub ahead of print]"",""Eur J Prev Cardiol.  2019"",""PubMed"",""citation"",""PMID:31581822"",""pubmed"",""31581822"",""create date:2019/10/05 | first author:Vergaro G"",";;
"Sacubitril-valsartan versus enalapril for acute decompensated heart failure: a cost-effectiveness analysis.,""/pubmed/31581810"",""Perera K, Ademi Z, Liew D, Zomer E."",""Eur J Prev Cardiol. 2019 Oct 4:2047487319878953. doi: 10.1177/2047487319878953. [Epub ahead of print]"",""Eur J Prev Cardiol.  2019"",""PubMed"",""citation"",""PMID:31581810"",""pubmed"",""31581810"",""create date:2019/10/05 | first author:Perera K"",";;
"Systematic review of cardiac rehabilitation guidelines: Quality and scope.,""/pubmed/31581808"",""Mehra VM, Gaalema DE, Pakosh M, Grace SL."",""Eur J Prev Cardiol. 2019 Oct 4:2047487319878958. doi: 10.1177/2047487319878958. [Epub ahead of print]"",""Eur J Prev Cardiol.  2019"",""PubMed"",""citation"",""PMID:31581808"",""pubmed"",""31581808"",""create date:2019/10/05 | first author:Mehra VM"",";;
"Correction to: DNA Damage Following Acute Aerobic Exercise: A Systematic Review and Meta-analysis.,""/pubmed/31578701"",""Tryfidou DV, McClean C, Nikolaidis MG, Davison GW."",""Sports Med. 2019 Oct 1. doi: 10.1007/s40279-019-01197-4. [Epub ahead of print]"",""Sports Med.  2019"",""PubMed"",""citation"",""PMID:31578701"",""pubmed"",""31578701"",""create date:2019/10/04 | first author:Tryfidou DV"",";;
"Parental alcohol consumption and the risk of congenital heart diseases in offspring: An updated systematic review and meta-analysis.,""/pubmed/31578093"",""Zhang S, Wang L, Yang T, Chen L, Zhao L, Wang T, Chen L, Ye Z, Zheng Z, Qin J."",""Eur J Prev Cardiol. 2019 Oct 2:2047487319874530. doi: 10.1177/2047487319874530. [Epub ahead of print]"",""Eur J Prev Cardiol.  2019"",""PubMed"",""citation"",""PMID:31578093"",""pubmed"",""31578093"",""create date:2019/10/04 | first author:Zhang S"",";;
"Device-measured light-intensity physical activity and mortality: A meta-analysis.,""/pubmed/31545531"",""Ku PW, Hamer M, Liao Y, Hsueh MC, Chen LJ."",""Scand J Med Sci Sports. 2020 Jan";"30(1):13-24. doi: 10.1111/sms.13557. Epub 2019 Oct 6. Review."",""Scand J Med Sci Sports.  2020"",""PubMed"",""citation"",""PMID:31545531"",""pubmed"",""31545531"",""create date:2019/09/24 | first author:Ku PW"",";
"Femoroacetabular Impingement Patients With Decreased Femoral Version Have Different Impingement Locations and Intra- and Extraarticular Anterior Subspine FAI on 3D-CT-Based Impingement Simulation: Implications for Hip Arthroscopy.,""/pubmed/31539275"",""Lerch TD, Boschung A, Todorski IAS, Steppacher SD, Schmaranzer F, Zheng G, Ryan MK, Siebenrock KA, Tannast M."",""Am J Sports Med. 2019 Nov";"47(13):3120-3132. doi: 10.1177/0363546519873666. Epub 2019 Sep 20."",""Am J Sports Med.  2019"",""PubMed"",""citation"",""PMID:31539275"",""pubmed"",""31539275"",""create date:2019/09/21 | first author:Lerch TD"",";
"Correction to: Applied Physiology of Rugby League.,""/pubmed/31529302"",""Gabbett T, King T, Jenkins D."",""Sports Med. 2019 Nov";"49(11):1807. doi: 10.1007/s40279-019-01175-w."",""Sports Med.  2019"",""PubMed"",""citation"",""PMID:31529302"",""pubmed"",""31529302"",""create date:2019/09/19 | first author:Gabbett T"",";
"Motor imagery training improves balance and mobility outcomes in older adults: a systematic review.,""/pubmed/31521556"",""Nicholson V, Watts N, Chani Y, Keogh JW."",""J Physiother. 2019 Oct";"65(4):200-207. doi: 10.1016/j.jphys.2019.08.007. Epub 2019 Sep 11."",""J Physiother.  2019"",""PubMed"",""citation"",""PMID:31521556"",""pubmed"",""31521556"",""create date:2019/09/16 | first author:Nicholson V"",";
"Home-based prescribed exercise improves balance-related activities in people with Parkinson's disease and has benefits similar to centre-based exercise: a systematic review.,""/pubmed/31521554"",""Flynn A, Allen NE, Dennis S, Canning CG, Preston E."",""J Physiother. 2019 Oct";"65(4):189-199. doi: 10.1016/j.jphys.2019.08.003. Epub 2019 Sep 11."",""J Physiother.  2019"",""PubMed"",""citation"",""PMID:31521554"",""pubmed"",""31521554"",""create date:2019/09/16 | first author:Flynn A"",";
"Bone Bruise and Anterior Cruciate Ligament Tears: Presence, Distribution Pattern, and Associated Lesions in the Pediatric Population.,""/pubmed/31513429"",""Bordoni V, di Laura Frattura G, Previtali D, Tamborini S, Candrian C, Cristallo Lacalamita M, Del Grande F, Filardo G."",""Am J Sports Med. 2019 Nov";"47(13):3181-3186. doi: 10.1177/0363546519872975. Epub 2019 Sep 12."",""Am J Sports Med.  2019"",""PubMed"",""citation"",""PMID:31513429"",""pubmed"",""31513429"",""create date:2019/09/13 | first author:Bordoni V"",";
"The ""Outside-In"" Lesion of Hip Impingement and the ""Inside-Out"" Lesion of Hip Dysplasia: Two Distinct Patterns of Acetabular Chondral Injury.,""/pubmed/31490700"",""Kraeutler MJ, Goodrich JA, Fioravanti MJ, Garabekyan T, Mei-Dan O."",""Am J Sports Med. 2019 Oct";"47(12):2978-2984. doi: 10.1177/0363546519871065. Epub 2019 Sep 6."",""Am J Sports Med.  2019"",""PubMed"",""citation"",""PMID:31490700"",""pubmed"",""31490700"",""create date:2019/09/07 | first author:Kraeutler MJ"",";
"Patient-Specific 3-D Magnetic Resonance Imaging-Based Dynamic Simulation of Hip Impingement and Range of Motion Can Replace 3-D Computed Tomography-Based Simulation for Patients With Femoroacetabular Impingement: Implications for Planning Open Hip Preservation Surgery and Hip Arthroscopy.,""/pubmed/31486679"",""Lerch TD, Degonda C, Schmaranzer F, Todorski I, Cullmann-Bastian J, Zheng G, Siebenrock KA, Tannast M."",""Am J Sports Med. 2019 Oct";"47(12):2966-2977. doi: 10.1177/0363546519869681. Epub 2019 Sep 5."",""Am J Sports Med.  2019"",""PubMed"",""citation"",""PMID:31486679"",""pubmed"",""31486679"",""create date:2019/09/06 | first author:Lerch TD"",";
"Optimal Outcomes for Acute Avulsion Fracture of the Achilles Tendon Treated With the Insertional Reattachment Technique: A Case Series of 31 Cases With Over 2 Years of Follow-up.,""/pubmed/31480851"",""Pi Y, Hu Y, Jiao C, Ao Y, Guo Q."",""Am J Sports Med. 2019 Oct";"47(12):2993-3001. doi: 10.1177/0363546519869952. Epub 2019 Sep 3."",""Am J Sports Med.  2019"",""PubMed"",""citation"",""PMID:31480851"",""pubmed"",""31480851"",""create date:2019/09/05 | first author:Pi Y"",";
"Professional Athletes Are at Higher Risk of Septic Arthritis After Anterior Cruciate Ligament Reconstruction: An Analysis of 4421 Consecutive Patients Including 265 Elite Athletes From the SANTI Study Group.,""/pubmed/31461315"",""Sonnery-Cottet B, Saithna A, Abreu FG, Franck F, de Abreu GV, Vieira TD, Daggett M, Pioger C."",""Am J Sports Med. 2019 Oct";"47(12):2910-2918. doi: 10.1177/0363546519869326. Epub 2019 Aug 28."",""Am J Sports Med.  2019"",""PubMed"",""citation"",""PMID:31461315"",""pubmed"",""31461315"",""create date:2019/08/29 | first author:Sonnery-Cottet B"",";
"Contemporary Periodization of Altitude Training for Elite Endurance Athletes: A Narrative Review.,""/pubmed/31452130"",""Mujika I, Sharma AP, Stellingwerff T."",""Sports Med. 2019 Nov";"49(11):1651-1669. doi: 10.1007/s40279-019-01165-y. Review."",""Sports Med.  2019"",""PubMed"",""citation"",""PMID:31452130"",""pubmed"",""31452130"",""create date:2019/08/28 | first author:Mujika I"",";
"The Kaplan Fibers of the Iliotibial Band Can Be Identified on Routine Knee Magnetic Resonance Imaging.,""/pubmed/31433960"",""Batty L, Murgier J, O'Sullivan R, Webster KE, Feller JA, Devitt BM."",""Am J Sports Med. 2019 Oct";"47(12):2895-2903. doi: 10.1177/0363546519868219. Epub 2019 Aug 21."",""Am J Sports Med.  2019"",""PubMed"",""citation"",""PMID:31433960"",""pubmed"",""31433960"",""create date:2019/08/23 | first author:Batty L"",";
"Quality of Life and Life Satisfaction in Former Athletes: A Systematic Review and Meta-Analysis.,""/pubmed/31429036"",""Filbay S, Pandya T, Thomas B, McKay C, Adams J, Arden N."",""Sports Med. 2019 Nov";"49(11):1723-1738. doi: 10.1007/s40279-019-01163-0. Review."",""Sports Med.  2019"",""PubMed"",""citation"",""PMID:31429036 | PMCID:PMC6789047"",""pubmed"",""31429036"",""create date:2019/08/21 | first author:Filbay S"",";
"The Effectiveness of Sedentary Behaviour Reduction Workplace Interventions on Cardiometabolic Risk Markers: A Systematic Review.,""/pubmed/31429035"",""Brierley ML, Chater AM, Smith LR, Bailey DP."",""Sports Med. 2019 Nov";"49(11):1739-1767. doi: 10.1007/s40279-019-01168-9. Review."",""Sports Med.  2019"",""PubMed"",""citation"",""PMID:31429035"",""pubmed"",""31429035"",""create date:2019/08/21 | first author:Brierley ML"",";
"Bio-Banding in Youth Sports: Background, Concept, and Application.,""/pubmed/31429034"",""Malina RM, Cumming SP, Rogol AD, Coelho-E-Silva MJ, Figueiredo AJ, Konarski JM, Kozieł SM."",""Sports Med. 2019 Nov";"49(11):1671-1685. doi: 10.1007/s40279-019-01166-x. Review."",""Sports Med.  2019"",""PubMed"",""citation"",""PMID:31429034"",""pubmed"",""31429034"",""create date:2019/08/21 | first author:Malina RM"",";
"Influence of Risky Pathoanatomy and Demographic Factors on Clinical Outcomes After Isolated Medial Patellofemoral Ligament Reconstruction: A Regression Analysis.,""/pubmed/31411896"",""Hiemstra LA, Kerslake SA, Lafave MR."",""Am J Sports Med. 2019 Oct";"47(12):2904-2909. doi: 10.1177/0363546519866452. Epub 2019 Aug 14."",""Am J Sports Med.  2019"",""PubMed"",""citation"",""PMID:31411896"",""pubmed"",""31411896"",""create date:2019/08/15 | first author:Hiemstra LA"",";
"The Effect of Low-Volume High-Intensity Interval Training on Body Composition and Cardiorespiratory Fitness: A Systematic Review and Meta-Analysis.,""/pubmed/31401727"",""Sultana RN, Sabag A, Keating SE, Johnson NA."",""Sports Med. 2019 Nov";"49(11):1687-1721. doi: 10.1007/s40279-019-01167-w. Review."",""Sports Med.  2019"",""PubMed"",""citation"",""PMID:31401727"",""pubmed"",""31401727"",""create date:2019/08/12 | first author:Sultana RN"",";
"Effectiveness of Education Interventions Designed to Improve Nutrition Knowledge in Athletes: A Systematic Review.,""/pubmed/31372860"",""Tam R, Beck KL, Manore MM, Gifford J, Flood VM, O'Connor H."",""Sports Med. 2019 Nov";"49(11):1769-1786. doi: 10.1007/s40279-019-01157-y. Review."",""Sports Med.  2019"",""PubMed"",""citation"",""PMID:31372860"",""pubmed"",""31372860"",""create date:2019/08/03 | first author:Tam R"",";
"RETRACTED ARTICLE: Determining the Sites of Neural Adaptations to Resistance Training: A Systematic Review and Meta-Analysis.,""/pubmed/31359349"",""Siddique U, Rahman S, Frazer AK, Howatson G, Kidgell DJ."",""Sports Med. 2019 Nov";"49(11):1809. doi: 10.1007/s40279-019-01152-3. Review. No abstract available. "",""Sports Med.  2019"",""PubMed"",""citation"",""PMID:31359349"",""pubmed"",""31359349"",""create date:2019/07/31 | first author:Siddique U"",";
