Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties;;
"Demographic-specific Validity of the Cancer Prevention Study-3 Sedentary Time Survey.,""/pubmed/30095743"",""Rees-Punia E, Matthews CE, Evans EM, Keadle SK, Anderson RL, Gay JL, Schmidt MD, Gapstur SM, Patel AV."",""Med Sci Sports Exerc. 2019 Jan";"51(1):41-48. doi: 10.1249/MSS.0000000000001743."",""Med Sci Sports Exerc.  2019"",""PubMed"",""citation"",""PMID:30095743 | PMCID:PMC6295212"",""pubmed"",""30095743"",""create date:2018/08/11 | first author:Rees-Punia E"",";
"Cycling time trial performance is improved by carbohydrate ingestion during exercise regardless of a fed or fasted state.,""/pubmed/30672619"",""Learsi SK, Ghiarone T, Silva-Cavalcante MD, Andrade-Souza VA, Ataide-Silva T, Bertuzzi R, de Araujo GG, McConell G, Lima-Silva AE."",""Scand J Med Sci Sports. 2019 Jan 23. doi: 10.1111/sms.13393. [Epub ahead of print]"",""Scand J Med Sci Sports.  2019"",""PubMed"",""citation"",""PMID:30672619"",""pubmed"",""30672619"",""create date:2019/01/24 | first author:Learsi SK"",";;
"Effectiveness of a physical activity intervention in preschoolers: A cluster-randomized controlled trial.,""/pubmed/30664816"",""Hacke C, Ketelhut S, Wendt U, Müller G, Schlesner C, Ketelhut K."",""Scand J Med Sci Sports. 2019 Jan 21. doi: 10.1111/sms.13390. [Epub ahead of print]"",""Scand J Med Sci Sports.  2019"",""PubMed"",""citation"",""PMID:30664816"",""pubmed"",""30664816"",""create date:2019/01/22 | first author:Hacke C"",";;
"Is ski boot sole abrasion a potential ACL injury risk factor for male and female recreational skiers?,""/pubmed/30664258"",""Posch M, Ruedl G, Schranz A, Tecklenburg K, Burtscher M."",""Scand J Med Sci Sports. 2019 Jan 21. doi: 10.1111/sms.13391. [Epub ahead of print]"",""Scand J Med Sci Sports.  2019"",""PubMed"",""citation"",""PMID:30664258"",""pubmed"",""30664258"",""create date:2019/01/22 | first author:Posch M"",";;
"High-sensitivity troponin T in marathon runners, marathon runners with heart disease and collapsed marathon runners.,""/pubmed/30664255"",""Leckie T, Richardson A, Watkins E, Fitzpatrick D, Galloway R, Grimaldi R, Roberts A, Baker P."",""Scand J Med Sci Sports. 2019 Jan 21. doi: 10.1111/sms.13392. [Epub ahead of print]"",""Scand J Med Sci Sports.  2019"",""PubMed"",""citation"",""PMID:30664255"",""pubmed"",""30664255"",""create date:2019/01/22 | first author:Leckie T"",";;
"Damage and the repeated bout effect of arm, leg, and trunk muscles induced by eccentric resistance exercises.,""/pubmed/30663816"",""Chen TC, Yang TJ, Huang MJ, Wang HS, Tseng KW, Chen HL, Nosaka K."",""Scand J Med Sci Sports. 2019 Jan 21. doi: 10.1111/sms.13388. [Epub ahead of print]"",""Scand J Med Sci Sports.  2019"",""PubMed"",""citation"",""PMID:30663816"",""pubmed"",""30663816"",""create date:2019/01/22 | first author:Chen TC"",";;
"Socioecological correlates of perceived motor competence in 5- to 7-year-old Finnish children.,""/pubmed/30663804"",""Niemistö D, Barnett LM, Cantell M, Finni T, Korhonen E, Sääkslahti A."",""Scand J Med Sci Sports. 2019 Jan 21. doi: 10.1111/sms.13389. [Epub ahead of print]"",""Scand J Med Sci Sports.  2019"",""PubMed"",""citation"",""PMID:30663804"",""pubmed"",""30663804"",""create date:2019/01/22 | first author:Niemistö D"",";;
"The role of prediagnostic data in injury epidemiology in preprofessional dancers.,""/pubmed/30634200"",""Moita JP, Gomes A, Xarez L, Coelho C."",""Scand J Med Sci Sports. 2019 Jan 11. doi: 10.1111/sms.13382. [Epub ahead of print]"",""Scand J Med Sci Sports.  2019"",""PubMed"",""citation"",""PMID:30634200"",""pubmed"",""30634200"",""create date:2019/01/12 | first author:Moita JP"",";;
"Impact of a multicomponent physical activity intervention on cognitive performance: The MOVI-KIDS study.,""/pubmed/30632640"",""Sánchez-López M, Cavero-Redondo I, Alvarez-Bueno C, Ruiz-Hermosa A, Pozuelo-Carrascosa DP, Díez-Fernández A, Gutierrez-Díaz Del Campo D, Pardo-Guijarro MJ, Martínez-Vizcaíno V."",""Scand J Med Sci Sports. 2019 Jan 11. doi: 10.1111/sms.13383. [Epub ahead of print]"",""Scand J Med Sci Sports.  2019"",""PubMed"",""citation"",""PMID:30632640"",""pubmed"",""30632640"",""create date:2019/01/12 | first author:Sánchez-López M"",";;
"Detraining effect on overweight/obese women after high-intensity interval training in hypoxia.,""/pubmed/30615248"",""Camacho-Cardenosa A, Camacho-Cardenosa M, Olcina G, Timón R, Brazo-Sayavera J."",""Scand J Med Sci Sports. 2019 Jan 7. doi: 10.1111/sms.13380. [Epub ahead of print]"",""Scand J Med Sci Sports.  2019"",""PubMed"",""citation"",""PMID:30615248"",""pubmed"",""30615248"",""create date:2019/01/08 | first author:Camacho-Cardenosa A"",";;
"Comparison of gluteus medius and minimus activity during gait in people with hip osteoarthritis and matched controls.,""/pubmed/30615237"",""Zacharias A, Pizzari T, Semciw AI, English DJ, Kapakoulakis T, Green RA."",""Scand J Med Sci Sports. 2019 Jan 7. doi: 10.1111/sms.13379. [Epub ahead of print]"",""Scand J Med Sci Sports.  2019"",""PubMed"",""citation"",""PMID:30615237"",""pubmed"",""30615237"",""create date:2019/01/08 | first author:Zacharias A"",";;
"The effect of two exercise modalities on skeletal muscle capillary ultrastructure in individuals with type 2 diabetes.,""/pubmed/30480353"",""Mortensen SP, Winding KM, Iepsen UW, Munch GW, Marcussen N, Hellsten Y, Pedersen BK, Baum O."",""Scand J Med Sci Sports. 2019 Mar";"29(3):360-368. doi: 10.1111/sms.13348. Epub 2019 Jan 4."",""Scand J Med Sci Sports.  2019"",""PubMed"",""citation"",""PMID:30480353"",""pubmed"",""30480353"",""create date:2018/11/28 | first author:Mortensen SP"",";
"Effects of high-intensity functional circuit training on motor function and sport motivation in healthy, inactive adults.,""/pubmed/30276916"",""Wilke J, Kaiser S, Niederer D, Kalo K, Engeroff T, Morath C, Vogt L, Banzer W."",""Scand J Med Sci Sports. 2019 Jan";"29(1):144-153. doi: 10.1111/sms.13313. Epub 2018 Oct 23."",""Scand J Med Sci Sports.  2019"",""PubMed"",""citation"",""PMID:30276916"",""pubmed"",""30276916"",""create date:2018/10/03 | first author:Wilke J"",";
"Longitudinal associations of physical activity and sedentary time with cardiometabolic risk factors in children.,""/pubmed/30276872"",""Väistö J, Haapala EA, Viitasalo A, Schnurr TM, Kilpeläinen TO, Karjalainen P, Westgate K, Lakka HM, Laaksonen DE, Ekelund U, Brage S, Lakka TA."",""Scand J Med Sci Sports. 2019 Jan";"29(1):113-123. doi: 10.1111/sms.13315. Epub 2018 Oct 23."",""Scand J Med Sci Sports.  2019"",""PubMed"",""citation"",""PMID:30276872"",""pubmed"",""30276872"",""create date:2018/10/03 | first author:Väistö J"",";
"Long-term effect of migration background on the development of physical fitness among primary school children.,""/pubmed/30276866"",""Ruedl G, Ewald P, Niedermeier M, Kirschner W, Kopp M, Drenowatz C, Greier K."",""Scand J Med Sci Sports. 2019 Jan";"29(1):124-131. doi: 10.1111/sms.13316. Epub 2018 Oct 17."",""Scand J Med Sci Sports.  2019"",""PubMed"",""citation"",""PMID:30276866"",""pubmed"",""30276866"",""create date:2018/10/03 | first author:Ruedl G"",";
"Peak oxygen uptake cut-points to identify children at increased cardiometabolic risk - The PANIC Study.,""/pubmed/30230064"",""Agbaje AO, Haapala EA, Lintu N, Viitasalo A, Barker AR, Takken T, Tompuri T, Lindi V, Lakka TA."",""Scand J Med Sci Sports. 2019 Jan";"29(1):16-24. doi: 10.1111/sms.13307. Epub 2018 Oct 9."",""Scand J Med Sci Sports.  2019"",""PubMed"",""citation"",""PMID:30230064"",""pubmed"",""30230064"",""create date:2018/09/20 | first author:Agbaje AO"",";
"Virtual reality exercise intradialysis to improve physical function: A feasibility randomized trial.,""/pubmed/30230041"",""Segura-Ortí E, Pérez-Domínguez B, Ortega-Pérez de Villar L, Meléndez-Oliva E, Martínez-Gramage J, García-Maset R, Gil-Gómez JA."",""Scand J Med Sci Sports. 2019 Jan";"29(1):89-94. doi: 10.1111/sms.13304. Epub 2018 Oct 7."",""Scand J Med Sci Sports.  2019"",""PubMed"",""citation"",""PMID:30230041"",""pubmed"",""30230041"",""create date:2018/09/20 | first author:Segura-Ortí E"",";
"Eccentric cycling is more efficient in reducing fat mass than concentric cycling in adolescents with obesity.,""/pubmed/30222208"",""Julian V, Thivel D, Miguet M, Pereira B, Costes F, Coudeyre E, Duclos M, Richard R."",""Scand J Med Sci Sports. 2019 Jan";"29(1):4-15. doi: 10.1111/sms.13301. Epub 2018 Oct 4."",""Scand J Med Sci Sports.  2019"",""PubMed"",""citation"",""PMID:30222208"",""pubmed"",""30222208"",""create date:2018/09/18 | first author:Julian V"",";
"The Accuracy of Acquiring Heart Rate Variability from Portable Devices: A Systematic Review and Meta-Analysis.,""/pubmed/30706234"",""Dobbs WC, Fedewa MV, MacDonald HV, Holmes CJ, Cicone ZS, Plews DJ, Esco MR."",""Sports Med. 2019 Jan 31. doi: 10.1007/s40279-019-01061-5. [Epub ahead of print] Review."",""Sports Med.  2019"",""PubMed"",""citation"",""PMID:30706234"",""pubmed"",""30706234"",""create date:2019/02/02 | first author:Dobbs WC"",";;
"Exploring the Justifications for Selecting a Drop Landing Task to Assess Injury Biomechanics: A Narrative Review and Analysis of Landings Performed by Female Netball Players.,""/pubmed/30684242"",""Collings TJ, Gorman AD, Stuelcken MC, Mellifont DB, Sayers MGL."",""Sports Med. 2019 Jan 25. doi: 10.1007/s40279-018-01045-x. [Epub ahead of print] Review."",""Sports Med.  2019"",""PubMed"",""citation"",""PMID:30684242"",""pubmed"",""30684242"",""create date:2019/01/27 | first author:Collings TJ"",";;
"Revised Approach to the Role of Fatigue in Anterior Cruciate Ligament Injury Prevention: A Systematic Review with Meta-Analyses.,""/pubmed/30659497"",""Benjaminse A, Webster KE, Kimp A, Meijer M, Gokeler A."",""Sports Med. 2019 Jan 18. doi: 10.1007/s40279-019-01052-6. [Epub ahead of print] Review."",""Sports Med.  2019"",""PubMed"",""citation"",""PMID:30659497"",""pubmed"",""30659497"",""create date:2019/01/20 | first author:Benjaminse A"",";;
"The Immediate Effects of Acute Aerobic Exercise on Cognition in Healthy Older Adults: A Systematic Review.,""/pubmed/30560422"",""McSween MP, Coombes JS, MacKay CP, Rodriguez AD, Erickson KI, Copland DA, McMahon KL."",""Sports Med. 2019 Jan";"49(1):67-82. doi: 10.1007/s40279-018-01039-9. Review."",""Sports Med.  2019"",""PubMed"",""citation"",""PMID:30560422"",""pubmed"",""30560422"",""create date:2018/12/19 | first author:McSween MP"",";
"Exercise Dose and Weight Loss in Adolescents with Overweight-Obesity: A Meta-Regression.,""/pubmed/30560421"",""Stoner L, Beets MW, Brazendale K, Moore JB, Weaver RG."",""Sports Med. 2019 Jan";"49(1):83-94. doi: 10.1007/s40279-018-01040-2. Review."",""Sports Med.  2019"",""PubMed"",""citation"",""PMID:30560421"",""pubmed"",""30560421"",""create date:2018/12/19 | first author:Stoner L"",";
"Football Compared with Usual Care in Men with Prostate Cancer (FC Prostate Community Trial): A Pragmatic Multicentre Randomized Controlled Trial.,""/pubmed/30506427"",""Bjerre ED, Brasso K, Jørgensen AB, Petersen TH, Eriksen AR, Tolver A, Christensen JF, Poulsen MH, Madsen SS, Østergren PB, Borre M, Krustrup P, Johansen C, Rørth M, Midtgaard J."",""Sports Med. 2019 Jan";"49(1):145-158. doi: 10.1007/s40279-018-1031-0."",""Sports Med.  2019"",""PubMed"",""citation"",""PMID:30506427 | PMCID:PMC6349963"",""pubmed"",""30506427"",""create date:2018/12/07 | first author:Bjerre ED"",";
"Effects of Carbohydrate Mouth Rinse on Cycling Time Trial Performance: A Systematic Review and Meta-Analysis.,""/pubmed/30488186"",""Brietzke C, Franco-Alvarenga PE, Coelho-Júnior HJ, Silveira R, Asano RY, Pires FO."",""Sports Med. 2019 Jan";"49(1):57-66. doi: 10.1007/s40279-018-1029-7. Review."",""Sports Med.  2019"",""PubMed"",""citation"",""PMID:30488186"",""pubmed"",""30488186"",""create date:2018/11/30 | first author:Brietzke C"",";
"The Biomechanics of Competitive Male Runners in Three Marathon Racing Shoes: A Randomized Crossover Study.,""/pubmed/30460454"",""Hoogkamer W, Kipp S, Kram R."",""Sports Med. 2019 Jan";"49(1):133-143. doi: 10.1007/s40279-018-1024-z."",""Sports Med.  2019"",""PubMed"",""citation"",""PMID:30460454"",""pubmed"",""30460454"",""create date:2018/11/22 | first author:Hoogkamer W"",";
"Biological Background of Block Periodized Endurance Training: A Review.,""/pubmed/30411234"",""Issurin VB."",""Sports Med. 2019 Jan";"49(1):31-39. doi: 10.1007/s40279-018-1019-9. Review."",""Sports Med.  2019"",""PubMed"",""citation"",""PMID:30411234"",""pubmed"",""30411234"",""create date:2018/11/10 | first author:Issurin VB"",";
"The Efficacy and Safety of Lower-Limb Plyometric Training in Older Adults: A Systematic Review.,""/pubmed/30387072"",""Vetrovsky T, Steffl M, Stastny P, Tufano JJ."",""Sports Med. 2019 Jan";"49(1):113-131. doi: 10.1007/s40279-018-1018-x. Review."",""Sports Med.  2019"",""PubMed"",""citation"",""PMID:30387072 | PMCID:PMC6349785"",""pubmed"",""30387072"",""create date:2018/11/06 | first author:Vetrovsky T"",";
"Effects of Blood Flow Restriction Training on Muscular Strength and Hypertrophy in Older Individuals: A Systematic Review and Meta-Analysis.,""/pubmed/30306467"",""Centner C, Wiegel P, Gollhofer A, König D."",""Sports Med. 2019 Jan";49(1):95-108. doi: 10.1007/s40279-018-0994-1. Review. Erratum in: Sports Med. 2018 Nov 9;":. "",""Sports Med.  2019"",""PubMed"",""citation"",""PMID:30306467 | PMCID:PMC6349784"",""pubmed"",""30306467"",""create date:2018/10/12 | first author:Centner C"","
"The Influence of Caffeine Supplementation on Resistance Exercise: A Review.,""/pubmed/30298476"",""Grgic J, Mikulic P, Schoenfeld BJ, Bishop DJ, Pedisic Z."",""Sports Med. 2019 Jan";"49(1):17-30. doi: 10.1007/s40279-018-0997-y. Review."",""Sports Med.  2019"",""PubMed"",""citation"",""PMID:30298476"",""pubmed"",""30298476"",""create date:2018/10/10 | first author:Grgic J"",";
